Object	Object type	Relation source	Relation source type	Relation target	Relation target type
phosphodiesterase 6D, cGMP-specific, rod, delta [Homo sapiens] interacts with guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1 [Homo sapiens]	Helper_PPI (Two-hybrid)	phosphodiesterase 6D, cGMP-specific, rod, delta [Homo sapiens]	Protein	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1 [Homo sapiens]	Protein
glial fibrillary acidic protein [Homo sapiens] interacts with PDZ and LIM domain 7 isoform 2 [Homo sapiens]	Helper_PPI (Two-hybrid)	glial fibrillary acidic protein [Homo sapiens]	Protein	PDZ and LIM domain 7 isoform 2 [Homo sapiens]	Protein
solute carrier family 9 isoform 3 regulator 2 [Homo sapiens] interacts with parathyroid hormone receptor 1 precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	solute carrier family 9 isoform 3 regulator 2 [Homo sapiens]	Protein	parathyroid hormone receptor 1 precursor [Homo sapiens]	Protein
nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens] interacts with tumor susceptibility gene 101 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens]	Protein	tumor susceptibility gene 101 [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with eukaryotic translation initiation factor 3, subunit 8, 110kDa [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	eukaryotic translation initiation factor 3, subunit 8, 110kDa [Homo sapiens]	Protein
death effector filament-forming Ced-4-like apoptosis protein isoform 5 [Homo sapiens] interacts with B-cell lymphoma protein 2 alpha isoform [Homo sapiens]	Helper_PPI (good experimental evidence)	death effector filament-forming Ced-4-like apoptosis protein isoform 5 [Homo sapiens]	Protein	B-cell lymphoma protein 2 alpha isoform [Homo sapiens]	Protein
ELK1 protein [Homo sapiens] interacts with mitogen-activated protein kinase 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	ELK1 protein [Homo sapiens]	Protein	mitogen-activated protein kinase 1 [Homo sapiens]	Protein
interleukin 8 receptor alpha [Homo sapiens] interacts with guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	interleukin 8 receptor alpha [Homo sapiens]	Protein	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 [Homo sapiens]	Protein
plasminogen activator inhibitor-1 [Homo sapiens] interacts with plasminogen activator, urokinase receptor isoform 2 precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	plasminogen activator inhibitor-1 [Homo sapiens]	Protein	plasminogen activator, urokinase receptor isoform 2 precursor [Homo sapiens]	Protein
ubiquilin 2 [Homo sapiens] interacts with tyrosine 3/tryptophan 5 -monooxygenase activation protein, theta polypeptide [Homo sapiens]	Helper_PPI (Two-hybrid)	ubiquilin 2 [Homo sapiens]	Protein	tyrosine 3/tryptophan 5 -monooxygenase activation protein, theta polypeptide [Homo sapiens]	Protein
eukaryotic translation initiation factor 1B [Homo sapiens] interacts with ventricular zone expressed PH domain homolog 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	eukaryotic translation initiation factor 1B [Homo sapiens]	Protein	ventricular zone expressed PH domain homolog 1 [Homo sapiens]	Protein
MAD, mothers against decapentaplegic homolog 4 [Homo sapiens] interacts with SMAD, mothers against DPP homolog 5 [Homo sapiens]	Helper_PPI (good experimental evidence)	MAD, mothers against decapentaplegic homolog 4 [Homo sapiens]	Protein	SMAD, mothers against DPP homolog 5 [Homo sapiens]	Protein
TNF receptor-associated factor 4 isoform 1 [Homo sapiens] interacts with branched chain ketoacid dehydrogenase kinase [Homo sapiens]	Helper_PPI (good experimental evidence)	TNF receptor-associated factor 4 isoform 1 [Homo sapiens]	Protein	branched chain ketoacid dehydrogenase kinase [Homo sapiens]	Protein
notch1 preproprotein [Homo sapiens] interacts with ATP-dependent DNA helicase II, 70 kDa subunit [Homo sapiens]	Helper_PPI (Two-hybrid)	notch1 preproprotein [Homo sapiens]	Protein	ATP-dependent DNA helicase II, 70 kDa subunit [Homo sapiens]	Protein
elongator protein 2 [Homo sapiens] interacts with signal transducer and activator of transcription 5B [Homo sapiens]	Helper_PPI (good experimental evidence)	elongator protein 2 [Homo sapiens]	Protein	signal transducer and activator of transcription 5B [Homo sapiens]	Protein
anti-silencing function 1B [Homo sapiens] interacts with tousled-like kinase 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	anti-silencing function 1B [Homo sapiens]	Protein	tousled-like kinase 2 [Homo sapiens]	Protein
Ran GTPase activating protein 1 [Homo sapiens] interacts with RAN, member RAS oncogene family [Homo sapiens]	Helper_PPI (good experimental evidence)	Ran GTPase activating protein 1 [Homo sapiens]	Protein	RAN, member RAS oncogene family [Homo sapiens]	Protein
MAD, mothers against decapentaplegic homolog 7 [Homo sapiens] interacts with protein inhibitor of activated STAT, 4 [Homo sapiens]	Helper_PPI (Two-hybrid)	MAD, mothers against decapentaplegic homolog 7 [Homo sapiens]	Protein	protein inhibitor of activated STAT, 4 [Homo sapiens]	Protein
growth factor receptor-bound protein 10 isoform b [Homo sapiens] interacts with proinsulin precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	growth factor receptor-bound protein 10 isoform b [Homo sapiens]	Protein	proinsulin precursor [Homo sapiens]	Protein
atrophin 1 [Homo sapiens] interacts with phospholipid scramblase 1 [Homo sapiens]	Helper_PPI (Two-hybrid)	atrophin 1 [Homo sapiens]	Protein	phospholipid scramblase 1 [Homo sapiens]	Protein
Ras-like without CAAX 1 [Homo sapiens] interacts with adaptor-related protein complex 2, alpha 1 subunit isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	Ras-like without CAAX 1 [Homo sapiens]	Protein	adaptor-related protein complex 2, alpha 1 subunit isoform 1 [Homo sapiens]	Protein
serum response factor (c-fos serum response element-binding transcription factor) [Homo sapiens] interacts with four and a half LIM domains 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	serum response factor (c-fos serum response element-binding transcription factor) [Homo sapiens]	Protein	four and a half LIM domains 1 [Homo sapiens]	Protein
ATP-dependent DNA helicase II [Homo sapiens] interacts with ataxia telangiectasia mutated protein isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	ATP-dependent DNA helicase II [Homo sapiens]	Protein	ataxia telangiectasia mutated protein isoform 1 [Homo sapiens]	Protein
solute carrier family 9 (sodium/hydrogen exchanger), isoform 2 [Homo sapiens] interacts with RAS p21 protein activator 1 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	solute carrier family 9 (sodium/hydrogen exchanger), isoform 2 [Homo sapiens]	Protein	RAS p21 protein activator 1 isoform 1 [Homo sapiens]	Protein
LIM and senescent cell antigen-like domains 1 [Homo sapiens] interacts with retinoblastoma binding protein 8 isoform a [Homo sapiens]	Helper_PPI (Two-hybrid)	LIM and senescent cell antigen-like domains 1 [Homo sapiens]	Protein	retinoblastoma binding protein 8 isoform a [Homo sapiens]	Protein
c-src tyrosine kinase [Homo sapiens] interacts with SHC (Src homology 2 domain containing) transforming protein 1 isoform p52Shc [Homo sapiens]	Helper_PPI (good experimental evidence)	c-src tyrosine kinase [Homo sapiens]	Protein	SHC (Src homology 2 domain containing) transforming protein 1 isoform p52Shc [Homo sapiens]	Protein
trefoil factor 1 precursor [Homo sapiens] interacts with ubiquilin 1 isoform 1 [Homo sapiens]	Helper_PPI (Two-hybrid)	trefoil factor 1 precursor [Homo sapiens]	Protein	ubiquilin 1 isoform 1 [Homo sapiens]	Protein
retinoblastoma 1 [Homo sapiens] interacts with CREBBP/EP300 inhibitor 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	retinoblastoma 1 [Homo sapiens]	Protein	CREBBP/EP300 inhibitor 1 [Homo sapiens]	Protein
forkhead box C2 [Homo sapiens] interacts with eukaryotic translation elongation factor 1 gamma [Homo sapiens]	Helper_PPI (Two-hybrid)	forkhead box C2 [Homo sapiens]	Protein	eukaryotic translation elongation factor 1 gamma [Homo sapiens]	Protein
RAN binding protein 9 [Homo sapiens] interacts with ras-related nuclear protein [Homo sapiens]	Helper_PPI (good experimental evidence)	RAN binding protein 9 [Homo sapiens]	Protein	ras-related nuclear protein [Homo sapiens]	Protein
glycogen synthase kinase 3 beta [Homo sapiens] interacts with nuclear factor kappa-B, subunit 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	glycogen synthase kinase 3 beta [Homo sapiens]	Protein	nuclear factor kappa-B, subunit 1 [Homo sapiens]	Protein
translocated promoter region (to activated MET oncogene) [Homo sapiens] interacts with nucleoporin 85 [Homo sapiens]	Helper_PPI (good experimental evidence)	translocated promoter region (to activated MET oncogene) [Homo sapiens]	Protein	nucleoporin 85 [Homo sapiens]	Protein
phosphoinositide-3-kinase, catalytic, gamma polypeptide [Homo sapiens] interacts with phosphoinositide-3-kinase, regulatory subunit 2 (p85 beta) [Homo sapiens]	Helper_PPI (good experimental evidence)	phosphoinositide-3-kinase, catalytic, gamma polypeptide [Homo sapiens]	Protein	phosphoinositide-3-kinase, regulatory subunit 2 (p85 beta) [Homo sapiens]	Protein
regulator of G-protein signalling 7 [Homo sapiens] interacts with guanine nucleotide-binding protein, beta-5 subunit isoform a [Homo sapiens]	Helper_PPI (good experimental evidence)	regulator of G-protein signalling 7 [Homo sapiens]	Protein	guanine nucleotide-binding protein, beta-5 subunit isoform a [Homo sapiens]	Protein
ret finger protein isoform alpha [Homo sapiens] interacts with CREBBP/EP300 inhibitor 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	ret finger protein isoform alpha [Homo sapiens]	Protein	CREBBP/EP300 inhibitor 1 [Homo sapiens]	Protein
major histocompatibility complex, class I, B [Homo sapiens] interacts with thioredoxin-like 5 [Homo sapiens]	Helper_PPI (good experimental evidence)	major histocompatibility complex, class I, B [Homo sapiens]	Protein	thioredoxin-like 5 [Homo sapiens]	Protein
amyloid beta A4 protein precursor, isoform a [Homo sapiens] interacts with B-cell receptor-associated protein 31 [Homo sapiens]	Helper_PPI (good experimental evidence)	amyloid beta A4 protein precursor, isoform a [Homo sapiens]	Protein	B-cell receptor-associated protein 31 [Homo sapiens]	Protein
homeodomain interacting protein kinase 2 [Homo sapiens] interacts with NK3 transcription factor related, locus 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	homeodomain interacting protein kinase 2 [Homo sapiens]	Protein	NK3 transcription factor related, locus 1 [Homo sapiens]	Protein
keratin 8 [Homo sapiens] interacts with plasminogen activator, tissue type isoform 1 preproprotein [Homo sapiens]	Helper_PPI (good experimental evidence)	keratin 8 [Homo sapiens]	Protein	plasminogen activator, tissue type isoform 1 preproprotein [Homo sapiens]	Protein
PDZ and LIM domain 7 isoform 2 [Homo sapiens] interacts with chromosome 20 open reading frame 195 [Homo sapiens]	Helper_PPI (Two-hybrid)	PDZ and LIM domain 7 isoform 2 [Homo sapiens]	Protein	chromosome 20 open reading frame 195 [Homo sapiens]	Protein
myc proto-oncogene protein [Homo sapiens] interacts with zinc finger and BTB domain containing 17 [Homo sapiens]	Helper_PPI (good experimental evidence)	myc proto-oncogene protein [Homo sapiens]	Protein	zinc finger and BTB domain containing 17 [Homo sapiens]	Protein
low density lipoprotein-related protein 1 [Homo sapiens] interacts with SHC (Src homology 2 domain containing) transforming protein 1 isoform p52Shc [Homo sapiens]	Helper_PPI (good experimental evidence)	low density lipoprotein-related protein 1 [Homo sapiens]	Protein	SHC (Src homology 2 domain containing) transforming protein 1 isoform p52Shc [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with eukaryotic translation initiation factor 4E [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	eukaryotic translation initiation factor 4E [Homo sapiens]	Protein
SMAD specific E3 ubiquitin protein ligase 2 [Homo sapiens] interacts with Rho GTPase activating protein 5 isoform a [Homo sapiens]	Helper_PPI (Two-hybrid)	SMAD specific E3 ubiquitin protein ligase 2 [Homo sapiens]	Protein	Rho GTPase activating protein 5 isoform a [Homo sapiens]	Protein
glycine receptor, alpha 2 [Homo sapiens] interacts with HLA-B associated transcript-3 isoform a [Homo sapiens]	Helper_PPI (Two-hybrid)	glycine receptor, alpha 2 [Homo sapiens]	Protein	HLA-B associated transcript-3 isoform a [Homo sapiens]	Protein
integrin beta 1 isoform 1A precursor [Homo sapiens] interacts with four and a half LIM domains 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	integrin beta 1 isoform 1A precursor [Homo sapiens]	Protein	four and a half LIM domains 2 [Homo sapiens]	Protein
preimplantation protein 3 isoform 1 [Homo sapiens] interacts with fibulin 1 isoform C precursor [Homo sapiens]	Helper_PPI (Two-hybrid)	preimplantation protein 3 isoform 1 [Homo sapiens]	Protein	fibulin 1 isoform C precursor [Homo sapiens]	Protein
GABA(A) receptor-associated protein [Homo sapiens] interacts with transferrin receptor [Homo sapiens]	Helper_PPI (good experimental evidence)	GABA(A) receptor-associated protein [Homo sapiens]	Protein	transferrin receptor [Homo sapiens]	Protein
SET and MYND domain containing 2 [Homo sapiens] interacts with eukaryotic translation initiation factor 4E [Homo sapiens]	Helper_PPI (good experimental evidence)	SET and MYND domain containing 2 [Homo sapiens]	Protein	eukaryotic translation initiation factor 4E [Homo sapiens]	Protein
transforming growth factor beta 1 induced transcript 1 [Homo sapiens] interacts with TGF-beta type II receptor isoform A precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	transforming growth factor beta 1 induced transcript 1 [Homo sapiens]	Protein	TGF-beta type II receptor isoform A precursor [Homo sapiens]	Protein
myelin basic protein isoform 1 [Homo sapiens] interacts with mitogen-activated protein kinase-activated protein kinase 5 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	myelin basic protein isoform 1 [Homo sapiens]	Protein	mitogen-activated protein kinase-activated protein kinase 5 isoform 1 [Homo sapiens]	Protein
karyopherin beta 1 [Homo sapiens] interacts with nucleoporin 88kDa [Homo sapiens]	Helper_PPI (good experimental evidence)	karyopherin beta 1 [Homo sapiens]	Protein	nucleoporin 88kDa [Homo sapiens]	Protein
activator of cAMP-responsive element modulator (CREM) in testis [Homo sapiens] interacts with dynein light chain 4, axonemal [Homo sapiens]	Helper_PPI (good experimental evidence)	activator of cAMP-responsive element modulator (CREM) in testis [Homo sapiens]	Protein	dynein light chain 4, axonemal [Homo sapiens]	Protein
cholinergic receptor, nicotinic, alpha 7 precursor [Homo sapiens] interacts with amyloid beta A4 protein precursor, isoform a [Homo sapiens]	Helper_PPI (good experimental evidence)	cholinergic receptor, nicotinic, alpha 7 precursor [Homo sapiens]	Protein	amyloid beta A4 protein precursor, isoform a [Homo sapiens]	Protein
interleukin 8 precursor [Homo sapiens] interacts with chemokine C-C motif ligand 4 isoform 1 precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	interleukin 8 precursor [Homo sapiens]	Protein	chemokine C-C motif ligand 4 isoform 1 precursor [Homo sapiens]	Protein
death effector filament-forming Ced-4-like apoptosis protein isoform 5 [Homo sapiens] interacts with PYD and CARD domain containing isoform a [Homo sapiens]	Helper_PPI (good experimental evidence)	death effector filament-forming Ced-4-like apoptosis protein isoform 5 [Homo sapiens]	Protein	PYD and CARD domain containing isoform a [Homo sapiens]	Protein
keratin associated protein 4-12 [Homo sapiens] interacts with leucine-rich repeat neuronal 6A [Homo sapiens]	Helper_PPI (Two-hybrid)	keratin associated protein 4-12 [Homo sapiens]	Protein	leucine-rich repeat neuronal 6A [Homo sapiens]	Protein
