Object	Object type	Related Gene	Topological rank	Relevance rank	Expression rank	Related objects (Gene elements).Object	Related objects (Gene elements).Object type	Related objects (Gene elements).Pathways
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin a4 [Homo sapiens]	Protein	SMARCA4 [Homo sapiens]	45	0	0.9123656813831583	SMARCA4 [Homo sapiens];ALDH18A1 [Homo sapiens];AOF2 [Homo sapiens];ATAD3B [Homo sapiens];AURKB [Homo sapiens];C18orf10 [Homo sapiens];C19orf48 [Homo sapiens];C19orf61 [Homo sapiens];DFFB [Homo sapiens];CAD [Homo sapiens];B4GALNT2 [Homo sapiens];CALR [Homo sapiens];CAPRIN1 [Homo sapiens];CCT2 [Homo sapiens];CCT5 [Homo sapiens];CD300LG [Homo sapiens];CDCA8 [Homo sapiens];CDK2 [Homo sapiens];CENPF [Homo sapiens];DNAJC10 [Homo sapiens];DRG2 [Homo sapiens];DTYMK [Homo sapiens];ELAVL1 [Homo sapiens];ESPL1 [Homo sapiens];FANCG [Homo sapiens];FARSA [Homo sapiens];FBXL19 [Homo sapiens];FOXM1 [Homo sapiens];GEMIN4 [Homo sapiens];GTF2H4 [Homo sapiens];GTF3C2 [Homo sapiens];H2AFX [Homo sapiens];HIATL2 [Homo sapiens];HMGB3 [Homo sapiens];ILF3 [Homo sapiens];IPO9 [Homo sapiens];KIFC1 [Homo sapiens];KLHDC1 [Homo sapiens];LIG3 [Homo sapiens];LRIG3 [Homo sapiens];LMNB2 [Homo sapiens];LSM4 [Homo sapiens];MAD2L1 [Homo sapiens];MAP2K2 [Homo sapiens];MAZ [Homo sapiens];MCM2 [Homo sapiens];MCM7 [Homo sapiens];MCM3 [Homo sapiens];MCM4 [Homo sapiens];MEN1 [Homo sapiens];MEX3D [Homo sapiens];MIF [Homo sapiens];AMH [Homo sapiens];S100A8 [Homo sapiens];S100A9 [Homo sapiens];MKI67 [Homo sapiens];MSH6 [Homo sapiens];MTHFD1L [Homo sapiens];NA [Homo sapiens];NELF [Homo sapiens];NFRKB [Homo sapiens];NONO [Homo sapiens];NRM [Homo sapiens];PATZ1 [Homo sapiens];PCMTD1 [Homo sapiens];PHF23 [Homo sapiens];PLK1 [Homo sapiens];PLK4 [Homo sapiens];POLR2E [Homo sapiens];PPIA [Homo sapiens];PPIAL3 [Homo sapiens];PPP5C [Homo sapiens];PRC1 [Homo sapiens];PRKDC [Homo sapiens];PRMT1 [Homo sapiens];PTBP1 [Homo sapiens];RANGAP1 [Homo sapiens];RBBP4 [Homo sapiens];RCC1 [Homo sapiens];RECQL4 [Homo sapiens];RFC5 [Homo sapiens];RNF26 [Homo sapiens];RPL18A [Homo sapiens];RPL7AP9 [Homo sapiens];RPL7AP10 [Homo sapiens];SAE1 [Homo sapiens];SEMA5A [Homo sapiens];LOC641977 [Homo sapiens];SET [Homo sapiens];SFRS9 [Homo sapiens];SMARCB1 [Homo sapiens];SMARCC1 [Homo sapiens];SNRPA [Homo sapiens];RBM15 [Homo sapiens];SPEN [Homo sapiens];SSRP1 [Homo sapiens];SUMO2 [Homo sapiens];SUPT16H [Homo sapiens];SYMPK [Homo sapiens];TCF3 [Homo sapiens];TCF7L1 [Homo sapiens];TFDP1 [Homo sapiens];THOC3 [Homo sapiens];THOP1 [Homo sapiens];TOMM22 [Homo sapiens];TRAF4 [Homo sapiens];TRIM27 [Homo sapiens];TRIM28 [Homo sapiens];TRIM33 [Homo sapiens];TRRAP [Homo sapiens];TSEN54 [Homo sapiens];TUBA1A [Homo sapiens];TUBB [Homo sapiens];TUBB2A [Homo sapiens];TUBB2C [Homo sapiens];TYMS [Homo sapiens];UBAP2L [Homo sapiens];UBE2I [Homo sapiens];UBE2S [Homo sapiens];UCK2 [Homo sapiens];WDR54 [Homo sapiens];WDR77 [Homo sapiens];WHSC1 [Homo sapiens];XPO5 [Homo sapiens];XRCC5 [Homo sapiens];XRCC6 [Homo sapiens];ZNF346 [Homo sapiens];ZNF777 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;Urea cycle and metabolism of amino groups [Homo sapiens];;;;;;;Apoptosis [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;FAS-Apoptosis_pathway_blood;FAS_apoptosis_pathway_lung;TNF-alpha-apoptosis;TNFa_T-Lymphocyte_Apoptosis_pathway_blood;TNF_apoptosis_pathway_lung;Pyrimidine metabolism [Homo sapiens];Alanine and aspartate metabolism [Homo sapiens];Glutamate metabolism [Homo sapiens];;Antigen processing and presentation [Homo sapiens];;;;;;Cell cycle [Homo sapiens];p53 signaling pathway [Homo sapiens];Prostate cancer [Homo sapiens];Small cell lung cancer [Homo sapiens];;;;Pyrimidine metabolism [Homo sapiens];NFkB-iNOS_pathway_;Cell cycle [Homo sapiens];;;;;;Basal transcription factors [Homo sapiens];Nucleotide excision repair [Homo sapiens];;;;;;;;;Base excision repair [Homo sapiens];;Cell Communication [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;FAS-Apoptosis_pathway_blood;TNFa_T-Lymphocyte_Apoptosis_pathway_blood;;Cell cycle [Homo sapiens];MAPK signaling pathway [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Glioma [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Long-term potentiation [Homo sapiens];Insulin signaling pathway [Homo sapiens];Long-term depression [Homo sapiens];VEGF signaling pathway [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];Gap junction [Homo sapiens];GnRH signaling pathway [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Melanoma [Homo sapiens];Thyroid cancer [Homo sapiens];Bladder cancer [Homo sapiens];Renal cell carcinoma [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Endometrial cancer [Homo sapiens];Prostate cancer [Homo sapiens];ErbB signaling pathway [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Melanogenesis [Homo sapiens];Focal adhesion [Homo sapiens];Colorectal cancer [Homo sapiens];Pancreatic cancer [Homo sapiens];IL1B-MAPK-MUC5AC_pathway_lung;IL17_IL6_MUC5B_pathway_lung;IGF1-MAPK_pathway_blood;IGF1_MAPK pathway;IL-6_signaling_pathway;IL13_MUC5AC_pathway_lung;IL1B-MAPK-MUC2-MUC5AC_pathway_lung;IL1B_MAPK_MUC2_MUC5AC_pathway_lung;Insulin-MAPK-PI3K-AKT_pathway_;ROS_JNK_ERK_pathway_lung;ROS_MAPKs_MMP1_pathway_lung;ROS_TGFa_EGFR_pathway_lung;TNFa-MUC5AC_pathway_lung;TNFa_MUC5AC_pathway_lung;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Cell cycle [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Cell cycle [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Cell cycle [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Cell cycle [Homo sapiens];;;Tyrosine metabolism [Homo sapiens];Phenylalanine metabolism [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];Cytokine-cytokine receptor interaction [Homo sapiens];;;;Colorectal cancer [Homo sapiens];Mismatch repair [Homo sapiens];Glyoxylate and dicarboxylate metabolism [Homo sapiens];One carbon pool by folate [Homo sapiens];;;;;;;;;Cell cycle [Homo sapiens];;RNA polymerase [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens];;;MAPK signaling pathway [Homo sapiens];;Cell cycle [Homo sapiens];;;;;;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];;Ribosome [Homo sapiens];AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_;;;Ubiquitin mediated proteolysis [Homo sapiens];Axon guidance [Homo sapiens];;;;;;;;;;;;Tight junction [Homo sapiens];;Adherens junction [Homo sapiens];Colorectal cancer [Homo sapiens];Wnt signaling pathway [Homo sapiens];Thyroid cancer [Homo sapiens];Melanogenesis [Homo sapiens];Basal cell carcinoma [Homo sapiens];Endometrial cancer [Homo sapiens];Prostate cancer [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Cell cycle [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];TGFbeta_signaling_pathway;;Renin-angiotensin system [Homo sapiens];;Small cell lung cancer [Homo sapiens];;;;;;;Gap junction [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Gap junction [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Gap junction [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Pyrimidine metabolism [Homo sapiens];One carbon pool by folate [Homo sapiens];;Ubiquitin mediated proteolysis [Homo sapiens];Ubiquitin_proteasome_pathway;Ubiquitin mediated proteolysis [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Drug metabolism - other enzymes [Homo sapiens];;;;;;;;
SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 isoform b [Homo sapiens]	Protein	SMARCB1 [Homo sapiens]	17	1	0.9217440318861443	SMARCB1 [Homo sapiens]	Gene	
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin c1 [Homo sapiens]	Protein	SMARCC1 [Homo sapiens]	17	1	0.930994084161342	SMARCC1 [Homo sapiens];ADNP [Homo sapiens];AHCY [Homo sapiens];ALDH18A1 [Homo sapiens];ANAPC5 [Homo sapiens];ANKRD17 [Homo sapiens];ANP32B [Homo sapiens];ASPM [Homo sapiens];ATAD2 [Homo sapiens];BAP1 [Homo sapiens];MAGI1 [Homo sapiens];RNF2 [Homo sapiens];BAT2 [Homo sapiens];BIRC5 [Homo sapiens];BIRC6 [Homo sapiens];BRWD2 [Homo sapiens];BUB1 [Homo sapiens];BUB1B [Homo sapiens];C19orf29 [Homo sapiens];C19orf48 [Homo sapiens];C19orf6 [Homo sapiens];C1orf151 [Homo sapiens];C7orf27 [Homo sapiens];DFFB [Homo sapiens];CAD [Homo sapiens];B4GALNT2 [Homo sapiens];CANX [Homo sapiens];CAPRIN1 [Homo sapiens];CASD1 [Homo sapiens];CBX3 [Homo sapiens];CBX4 [Homo sapiens];CCDC5 [Homo sapiens];CCNA2 [Homo sapiens];CCNB1 [Homo sapiens];CCNB2 [Homo sapiens];CD300LG [Homo sapiens];POLD1 [Homo sapiens];CDC2 [Homo sapiens];CDC25A [Homo sapiens];CDC6 [Homo sapiens];CDCA4 [Homo sapiens];CDCA5 [Homo sapiens];CDCA8 [Homo sapiens];CDKN3 [Homo sapiens];CENPK [Homo sapiens];CENPL [Homo sapiens];CENPN [Homo sapiens];CHD4 [Homo sapiens];CHEK1 [Homo sapiens];CNOT1 [Homo sapiens];CPSF1 [Homo sapiens];DDX11 [Homo sapiens];DEPDC1 [Homo sapiens];DIAPH3 [Homo sapiens];DKC1 [Homo sapiens];DLGAP5 [Homo sapiens];EXOC7 [Homo sapiens];FAM83D [Homo sapiens];FAM91A2 [Homo sapiens];GINS2 [Homo sapiens];GMCL1L [Homo sapiens];GPR172A [Homo sapiens];GTF2F1 [Homo sapiens];HIAT1 [Homo sapiens];HIATL2 [Homo sapiens];HJURP [Homo sapiens];HMMR [Homo sapiens];HNRNPR [Homo sapiens];ILF2 [Homo sapiens];ILF3 [Homo sapiens];ITGB3BP [Homo sapiens];KDELR1 [Homo sapiens];KIAA0101 [Homo sapiens];KIF20A [Homo sapiens];KIF23 [Homo sapiens];LARP5 [Homo sapiens];LIG1 [Homo sapiens];LRIG1 [Homo sapiens];LMNB2 [Homo sapiens];LRRC41 [Homo sapiens];MAD2L1 [Homo sapiens];MAP2K2 [Homo sapiens];MCM10 [Homo sapiens];MCM3 [Homo sapiens];MCM7 [Homo sapiens];METAP2 [Homo sapiens];MEX3C [Homo sapiens];MEX3D [Homo sapiens];MIF [Homo sapiens];AMH [Homo sapiens];S100A8 [Homo sapiens];S100A9 [Homo sapiens];MKI67 [Homo sapiens];MSH2 [Homo sapiens];MSH6 [Homo sapiens];MYBL2 [Homo sapiens];NA [Homo sapiens];NAT11 [Homo sapiens];NCAPD2 [Homo sapiens];NCOA2 [Homo sapiens];NEK2 [Homo sapiens];NFRKB [Homo sapiens];NIPSNAP1 [Homo sapiens];NLE1 [Homo sapiens];NONO [Homo sapiens];NPM1 [Homo sapiens];NUF2 [Homo sapiens];NUP205 [Homo sapiens];OPRS1 [Homo sapiens];PAICS [Homo sapiens];NLRP6 [Homo sapiens];PAN3 [Homo sapiens];PATZ1 [Homo sapiens];PBK [Homo sapiens];PLK1 [Homo sapiens];POLK [Homo sapiens];POLQ [Homo sapiens];POMZP3 [Homo sapiens];PRKDC [Homo sapiens];PRMT1 [Homo sapiens];PSME3 [Homo sapiens];PTBP1 [Homo sapiens];RAD18 [Homo sapiens];RANGAP1 [Homo sapiens];RBBP4 [Homo sapiens];RBM12 [Homo sapiens];RFC3 [Homo sapiens];RNF26 [Homo sapiens];RPL18A [Homo sapiens];RPL36AL [Homo sapiens];RPL36A [Homo sapiens];RPL7AP9 [Homo sapiens];RPL7AP10 [Homo sapiens];RPS19 [Homo sapiens];RPS6 [Homo sapiens];RRM1 [Homo sapiens];RRM2 [Homo sapiens];SAE1 [Homo sapiens];SAMD1 [Homo sapiens];SEMA5A [Homo sapiens];SEPT2 [Homo sapiens];SEPT6 [Homo sapiens];SET [Homo sapiens];SFRS1 [Homo sapiens];SFRS9 [Homo sapiens];SHMT2 [Homo sapiens];SMARCA4 [Homo sapiens];SNRPD2 [Homo sapiens];SNRPD1 [Homo sapiens];SNRPE [Homo sapiens];SREBF2 [Homo sapiens];SRP72 [Homo sapiens];SSRP1 [Homo sapiens];STX5 [Homo sapiens];SYMPK [Homo sapiens];TBC1D5 [Homo sapiens];TCF3 [Homo sapiens];TCF7L1 [Homo sapiens];TDP1 [Homo sapiens];TK1 [Homo sapiens];TMEM48 [Homo sapiens];TOP2A [Homo sapiens];TPX2 [Homo sapiens];TRAF4 [Homo sapiens];TRIM27 [Homo sapiens];TRIM28 [Homo sapiens];TRIP13 [Homo sapiens];TTK [Homo sapiens];TUBB [Homo sapiens];TUBB2A [Homo sapiens];TYMS [Homo sapiens];UBAP2L [Homo sapiens];UBE2C [Homo sapiens];UBE2E3 [Homo sapiens];VAMP4 [Homo sapiens];VPS35 [Homo sapiens];WDR5 [Homo sapiens];WHSC1 [Homo sapiens];WHSC1L1 [Homo sapiens];WHSC2 [Homo sapiens];XPO5 [Homo sapiens];XRCC5 [Homo sapiens];XRN1 [Homo sapiens];ZCCHC7 [Homo sapiens];ZFAND6 [Homo sapiens];ZMYM2 [Homo sapiens];ZNF493 [Homo sapiens];ZNF638 [Homo sapiens];ZWINT [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;;Methionine metabolism [Homo sapiens];Selenoamino acid metabolism [Homo sapiens];Urea cycle and metabolism of amino groups [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Cell cycle [Homo sapiens];;;;;;Tight junction [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Dentatorubropallidoluysian atrophy (DRPLA) [Homo sapiens];;;Colorectal cancer [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];;Cell cycle [Homo sapiens];Cell cycle [Homo sapiens];;;;;;Apoptosis [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;FAS-Apoptosis_pathway_blood;FAS_apoptosis_pathway_lung;TNF-alpha-apoptosis;TNFa_T-Lymphocyte_Apoptosis_pathway_blood;TNF_apoptosis_pathway_lung;Pyrimidine metabolism [Homo sapiens];Alanine and aspartate metabolism [Homo sapiens];Glutamate metabolism [Homo sapiens];;Antigen processing and presentation [Homo sapiens];;;;;;Cell cycle [Homo sapiens];Cell cycle [Homo sapiens];p53 signaling pathway [Homo sapiens];Cell cycle [Homo sapiens];p53 signaling pathway [Homo sapiens];;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Purine metabolism [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Base excision repair [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];Homologous recombination [Homo sapiens];Cell cycle [Homo sapiens];Gap junction [Homo sapiens];p53 signaling pathway [Homo sapiens];Cell cycle [Homo sapiens];Cell cycle [Homo sapiens];;;;;;;;;Cell cycle [Homo sapiens];p53 signaling pathway [Homo sapiens];;;;;Regulation of actin cytoskeleton [Homo sapiens];;;Insulin signaling pathway [Homo sapiens];;;;;;Basal transcription factors [Homo sapiens];;;;ECM-receptor interaction [Homo sapiens];;;;;Cholera [Homo sapiens];Vibrio cholerae infection [Homo sapiens];;;;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Base excision repair [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];;Cell Communication [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;FAS-Apoptosis_pathway_blood;TNFa_T-Lymphocyte_Apoptosis_pathway_blood;;Cell cycle [Homo sapiens];MAPK signaling pathway [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Glioma [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Long-term potentiation [Homo sapiens];Insulin signaling pathway [Homo sapiens];Long-term depression [Homo sapiens];VEGF signaling pathway [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];Gap junction [Homo sapiens];GnRH signaling pathway [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Melanoma [Homo sapiens];Thyroid cancer [Homo sapiens];Bladder cancer [Homo sapiens];Renal cell carcinoma [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Endometrial cancer [Homo sapiens];Prostate cancer [Homo sapiens];ErbB signaling pathway [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Melanogenesis [Homo sapiens];Focal adhesion [Homo sapiens];Colorectal cancer [Homo sapiens];Pancreatic cancer [Homo sapiens];IL1B-MAPK-MUC5AC_pathway_lung;IL17_IL6_MUC5B_pathway_lung;IGF1-MAPK_pathway_blood;IGF1_MAPK pathway;IL-6_signaling_pathway;IL13_MUC5AC_pathway_lung;IL1B-MAPK-MUC2-MUC5AC_pathway_lung;IL1B_MAPK_MUC2_MUC5AC_pathway_lung;Insulin-MAPK-PI3K-AKT_pathway_;ROS_JNK_ERK_pathway_lung;ROS_MAPKs_MMP1_pathway_lung;ROS_TGFa_EGFR_pathway_lung;TNFa-MUC5AC_pathway_lung;TNFa_MUC5AC_pathway_lung;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Cell cycle [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Cell cycle [Homo sapiens];;;;Tyrosine metabolism [Homo sapiens];Phenylalanine metabolism [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];Cytokine-cytokine receptor interaction [Homo sapiens];;;;Colorectal cancer [Homo sapiens];Mismatch repair [Homo sapiens];Colorectal cancer [Homo sapiens];Mismatch repair [Homo sapiens];;;;;;;;;;;;;;;Purine metabolism [Homo sapiens];;;;;Cell cycle [Homo sapiens];DNA polymerase [Homo sapiens];DNA polymerase [Homo sapiens];;Cell cycle [Homo sapiens];;Antigen processing and presentation [Homo sapiens];;;;;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];;Ribosome [Homo sapiens];AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_;Ribosome [Homo sapiens];AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_;Ribosome [Homo sapiens];AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_;;;AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_;Insulin signaling pathway [Homo sapiens];mTOR signaling pathway [Homo sapiens];Ribosome [Homo sapiens];AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_;p53 signaling pathway [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens];Glutathione metabolism [Homo sapiens];p53 signaling pathway [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens];Glutathione metabolism [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];;Axon guidance [Homo sapiens];;;;;;Glycine, serine and threonine metabolism [Homo sapiens];Cyanoamino acid metabolism [Homo sapiens];One carbon pool by folate [Homo sapiens];Methane metabolism [Homo sapiens];Lysine degradation [Homo sapiens];;;;;;Protein export [Homo sapiens];;SNARE interactions in vesicular transport [Homo sapiens];Tight junction [Homo sapiens];;;Adherens junction [Homo sapiens];Colorectal cancer [Homo sapiens];Wnt signaling pathway [Homo sapiens];Thyroid cancer [Homo sapiens];Melanogenesis [Homo sapiens];Basal cell carcinoma [Homo sapiens];Endometrial cancer [Homo sapiens];Prostate cancer [Homo sapiens];Acute myeloid leukemia [Homo sapiens];;Pyrimidine metabolism [Homo sapiens];Drug metabolism - other enzymes [Homo sapiens];;;;Small cell lung cancer [Homo sapiens];;;;;Gap junction [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Gap junction [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Pyrimidine metabolism [Homo sapiens];One carbon pool by folate [Homo sapiens];;Ubiquitin mediated proteolysis [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];SNARE interactions in vesicular transport [Homo sapiens];;;;;;;;;;;;;;
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin e1 [Homo sapiens]	Protein	SMARCE1 [Homo sapiens]	18	0	0.940620450183402	SMARCE1 [Homo sapiens];BUD31 [Homo sapiens];CCT5 [Homo sapiens];MAGOH [Homo sapiens];MAGOHB [Homo sapiens];NPM1 [Homo sapiens];SFRS3 [Homo sapiens];SNRPD2 [Homo sapiens];SNRPD1 [Homo sapiens];THOC4 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;;;;;;;;;
Smith-Magenis syndrome chromosome region, candidate 7 [Homo sapiens]	Protein	SMCR7 [Homo sapiens]	3	0	0.8758292661728267	SMCR7 [Homo sapiens]	Gene	
survival of motor neuron 1, telomeric isoform d [Homo sapiens]	Protein	SMN1 [Homo sapiens]	34	0	0.38890166678743004	SMN1 [Homo sapiens]	Gene	
survival motor neuron domain containing 1 [Homo sapiens]	Protein	SMNDC1 [Homo sapiens]	31	1	1.07199728942331	SMNDC1 [Homo sapiens]	Gene	
SMAD specific E3 ubiquitin protein ligase 2 [Homo sapiens]	Protein	SMURF2 [Homo sapiens]	45	1	1.1553030642493674	SMURF2 [Homo sapiens]	Gene	Ubiquitin mediated proteolysis [Homo sapiens];Dentatorubropallidoluysian atrophy (DRPLA) [Homo sapiens];TGF-beta signaling pathway [Homo sapiens]
SET and MYND domain containing 2 [Homo sapiens]	Protein	SMYD2 [Homo sapiens]	29	0	1.1487313171388507	SMYD2 [Homo sapiens]	Gene	
synaptosomal-associated protein 29 [Homo sapiens]	Protein	SNAP29 [Homo sapiens]	14	0	1.09240732983094	SNAP29 [Homo sapiens]	Gene	SNARE interactions in vesicular transport [Homo sapiens]
alpha-synuclein isoform NACP140 [Homo sapiens]	Protein	SNCA [Homo sapiens]	23	0	0.6870681663761523	SNCA [Homo sapiens]	Gene	Parkinson's disease [Homo sapiens];Alzheimer's disease [Homo sapiens];Neurodegenerative Diseases [Homo sapiens]
beta-synuclein [Homo sapiens]	Protein	SNCB [Homo sapiens]	5	0	0.854331887242909	SNCB [Homo sapiens]	Gene	
synuclein, gamma (breast cancer-specific protein 1) [Homo sapiens]	Protein	SNCG [Homo sapiens]	16	0	1.2122592527179659	SNCG [Homo sapiens]	Gene	
SNF1-like kinase 2 [Homo sapiens]	Protein	SNF1LK2 [Homo sapiens]	9	1	1.2339992711337333	SNF1LK2 [Homo sapiens]	Gene	
basic beta 1 syntrophin [Homo sapiens]	Protein	SNTB1 [Homo sapiens]	9	0	1.0260828039868841	SNTB1 [Homo sapiens];MTBP [Homo sapiens]	Gene;Gene	;
SKI-interacting protein [Homo sapiens]	Protein	SNW1 [Homo sapiens]	13	2	1.0623888166709567	SNW1 [Homo sapiens]	Gene	Notch signaling pathway [Homo sapiens]
sorting nexin 1 isoform a [Homo sapiens]	Protein	SNX1 [Homo sapiens]	17	0	0.9579466509687126	SNX1 [Homo sapiens]	Gene	
sorting nexin 2 [Homo sapiens]	Protein	SNX2 [Homo sapiens]	15	1	0.9587957202798257	SNX2 [Homo sapiens]	Gene	
sorting nexin 6 isoform b [Homo sapiens]	Protein	SNX6 [Homo sapiens]	16	0	1.04329972916076	SNX6 [Homo sapiens]	Gene	
suppressor of cytokine signaling 1 [Homo sapiens]	Protein	SOCS1 [Homo sapiens]	22	0	0.9130283862690874	SOCS1 [Homo sapiens]	Gene	Jak-STAT signaling pathway [Homo sapiens];Insulin signaling pathway [Homo sapiens];Type II diabetes mellitus [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];IL-6_atrophy
