Object	Object type	Relation source	Relation source type	Relation target	Relation target type
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Homo sapiens] interacts with nuclear cap binding protein subunit 1, 80kDa [Homo sapiens]	Helper_PPI (good experimental evidence)	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Homo sapiens]	Protein	nuclear cap binding protein subunit 1, 80kDa [Homo sapiens]	Protein
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide [Homo sapiens] interacts with splicing factor, arginine/serine-rich 3 [Homo sapiens]	Helper_PPI (good experimental evidence)	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide [Homo sapiens]	Protein	splicing factor, arginine/serine-rich 3 [Homo sapiens]	Protein
integrin beta 1 isoform 1A precursor [Homo sapiens] interacts with guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	integrin beta 1 isoform 1A precursor [Homo sapiens]	Protein	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 [Homo sapiens]	Protein
p21-activated kinase 1 [Homo sapiens] interacts with heat shock 90kDa protein 1, beta [Homo sapiens]	Helper_PPI (good experimental evidence)	p21-activated kinase 1 [Homo sapiens]	Protein	heat shock 90kDa protein 1, beta [Homo sapiens]	Protein
vav 1 oncogene [Homo sapiens] interacts with ATP-dependent DNA helicase II, 70 kDa subunit [Homo sapiens]	Helper_PPI (good experimental evidence)	vav 1 oncogene [Homo sapiens]	Protein	ATP-dependent DNA helicase II, 70 kDa subunit [Homo sapiens]	Protein
inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Homo sapiens] interacts with actin, gamma 1 propeptide [Homo sapiens]	Helper_PPI (good experimental evidence)	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Homo sapiens]	Protein	actin, gamma 1 propeptide [Homo sapiens]	Protein
phospholipid scramblase 1 [Homo sapiens] interacts with promyelocytic leukemia zinc finger protein [Homo sapiens]	Helper_PPI (Two-hybrid)	phospholipid scramblase 1 [Homo sapiens]	Protein	promyelocytic leukemia zinc finger protein [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with ribosomal protein L26 [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	ribosomal protein L26 [Homo sapiens]	Protein
glutathione transferase kappa 1 [Homo sapiens] interacts with poly(A) binding protein, cytoplasmic 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	glutathione transferase kappa 1 [Homo sapiens]	Protein	poly(A) binding protein, cytoplasmic 1 [Homo sapiens]	Protein
beta actin [Homo sapiens] interacts with eukaryotic translation initiation factor 3, subunit 8, 110kDa [Homo sapiens]	Helper_PPI (good experimental evidence)	beta actin [Homo sapiens]	Protein	eukaryotic translation initiation factor 3, subunit 8, 110kDa [Homo sapiens]	Protein
interleukin 2 receptor beta precursor [Homo sapiens] interacts with insulin-like growth factor 1 receptor precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	interleukin 2 receptor beta precursor [Homo sapiens]	Protein	insulin-like growth factor 1 receptor precursor [Homo sapiens]	Protein
TANK-binding kinase 1 [Homo sapiens] interacts with ribosomal protein L13 [Homo sapiens]	Helper_PPI (good experimental evidence)	TANK-binding kinase 1 [Homo sapiens]	Protein	ribosomal protein L13 [Homo sapiens]	Protein
myc proto-oncogene protein [Homo sapiens] interacts with heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens]	Helper_PPI (good experimental evidence)	myc proto-oncogene protein [Homo sapiens]	Protein	heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens]	Protein
3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens] interacts with v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens]	Protein	v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens]	Protein
growth factor receptor-bound protein 2 isoform 1 [Homo sapiens] interacts with 40S ribosomal protein S3a [Homo sapiens]	Helper_PPI (good experimental evidence)	growth factor receptor-bound protein 2 isoform 1 [Homo sapiens]	Protein	40S ribosomal protein S3a [Homo sapiens]	Protein
growth hormone 1 isoform 1 [Homo sapiens] interacts with calmodulin 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	growth hormone 1 isoform 1 [Homo sapiens]	Protein	calmodulin 1 [Homo sapiens]	Protein
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Homo sapiens] interacts with ribosomal protein L3 isoform a [Homo sapiens]	Helper_PPI (good experimental evidence)	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Homo sapiens]	Protein	ribosomal protein L3 isoform a [Homo sapiens]	Protein
inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma [Homo sapiens] interacts with 40S ribosomal protein S3a [Homo sapiens]	Helper_PPI (good experimental evidence)	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma [Homo sapiens]	Protein	40S ribosomal protein S3a [Homo sapiens]	Protein
nov precursor [Homo sapiens] interacts with insulin-like growth factor 1 (somatomedin C) [Homo sapiens]	Helper_PPI (good experimental evidence)	nov precursor [Homo sapiens]	Protein	insulin-like growth factor 1 (somatomedin C) [Homo sapiens]	Protein
nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens] interacts with ribosomal protein S14 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens]	Protein	ribosomal protein S14 [Homo sapiens]	Protein
beta actin [Homo sapiens] interacts with ribosomal protein S10 [Homo sapiens]	Helper_PPI (good experimental evidence)	beta actin [Homo sapiens]	Protein	ribosomal protein S10 [Homo sapiens]	Protein
cyclin A [Homo sapiens] interacts with ubiquitin and ribosomal protein L40 precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	cyclin A [Homo sapiens]	Protein	ubiquitin and ribosomal protein L40 precursor [Homo sapiens]	Protein
inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Homo sapiens] interacts with calmodulin 3 [Homo sapiens]	Helper_PPI (good experimental evidence)	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Homo sapiens]	Protein	calmodulin 3 [Homo sapiens]	Protein
mitogen-activated protein kinase kinase 4 [Homo sapiens] interacts with mitogen-activated protein kinase kinase kinase 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase kinase 4 [Homo sapiens]	Protein	mitogen-activated protein kinase kinase kinase 1 [Homo sapiens]	Protein
eukaryotic translation initiation factor 3, subunit 3 gamma, 40kDa [Homo sapiens] interacts with solute carrier family 25, member A6 [Homo sapiens]	Helper_PPI (good experimental evidence)	eukaryotic translation initiation factor 3, subunit 3 gamma, 40kDa [Homo sapiens]	Protein	solute carrier family 25, member A6 [Homo sapiens]	Protein
tuberous sclerosis 2 isoform 1 [Homo sapiens] interacts with p21-activated kinase 1 [Homo sapiens]	Helper_PPI (Two-hybrid)	tuberous sclerosis 2 isoform 1 [Homo sapiens]	Protein	p21-activated kinase 1 [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with ribosomal protein L6 [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	ribosomal protein L6 [Homo sapiens]	Protein
ribosomal protein P1 isoform 1 [Homo sapiens] interacts with ATP-dependent DNA helicase II, 70 kDa subunit [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein P1 isoform 1 [Homo sapiens]	Protein	ATP-dependent DNA helicase II, 70 kDa subunit [Homo sapiens]	Protein
growth factor receptor-bound protein 2 isoform 1 [Homo sapiens] interacts with p21-activated kinase 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	growth factor receptor-bound protein 2 isoform 1 [Homo sapiens]	Protein	p21-activated kinase 1 [Homo sapiens]	Protein
glycogen synthase kinase 3 beta [Homo sapiens] interacts with ubiquitin and ribosomal protein S27a precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	glycogen synthase kinase 3 beta [Homo sapiens]	Protein	ubiquitin and ribosomal protein S27a precursor [Homo sapiens]	Protein
nuclear cap binding protein subunit 2, 20kDa [Homo sapiens] interacts with heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear cap binding protein subunit 2, 20kDa [Homo sapiens]	Protein	heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens]	Protein
ubiquilin 2 [Homo sapiens] interacts with transcriptional intermediary factor 1 alpha isoform b [Homo sapiens]	Helper_PPI (Two-hybrid)	ubiquilin 2 [Homo sapiens]	Protein	transcriptional intermediary factor 1 alpha isoform b [Homo sapiens]	Protein
protein tyrosine phosphatase, non-receptor type 11 [Homo sapiens] interacts with insulin-like growth factor 1 receptor precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	protein tyrosine phosphatase, non-receptor type 11 [Homo sapiens]	Protein	insulin-like growth factor 1 receptor precursor [Homo sapiens]	Protein
beta actin [Homo sapiens] interacts with ribosomal protein S18 [Homo sapiens]	Helper_PPI (good experimental evidence)	beta actin [Homo sapiens]	Protein	ribosomal protein S18 [Homo sapiens]	Protein
poly(A) binding protein, cytoplasmic 1 [Homo sapiens] interacts with splicing factor 3b, subunit 1 isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	poly(A) binding protein, cytoplasmic 1 [Homo sapiens]	Protein	splicing factor 3b, subunit 1 isoform 2 [Homo sapiens]	Protein
integrin beta 1 isoform 1A precursor [Homo sapiens] interacts with thrombospondin 1 precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	integrin beta 1 isoform 1A precursor [Homo sapiens]	Protein	thrombospondin 1 precursor [Homo sapiens]	Protein
glutathione transferase kappa 1 [Homo sapiens] interacts with cytochrome c [Homo sapiens]	Helper_PPI (good experimental evidence)	glutathione transferase kappa 1 [Homo sapiens]	Protein	cytochrome c [Homo sapiens]	Protein
nuclear cap binding protein subunit 2, 20kDa [Homo sapiens] interacts with splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor) [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear cap binding protein subunit 2, 20kDa [Homo sapiens]	Protein	splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor) [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with eukaryotic translation initiation factor 4A, isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	eukaryotic translation initiation factor 4A, isoform 1 [Homo sapiens]	Protein
mitogen-activated protein kinase kinase kinase 1 [Homo sapiens] interacts with inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase kinase kinase 1 [Homo sapiens]	Protein	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Homo sapiens]	Protein
eukaryotic translation initiation factor 2 beta [Homo sapiens] interacts with promyelocytic leukemia zinc finger protein [Homo sapiens]	Helper_PPI (good experimental evidence)	eukaryotic translation initiation factor 2 beta [Homo sapiens]	Protein	promyelocytic leukemia zinc finger protein [Homo sapiens]	Protein
hypothetical protein FLJ20425 [Homo sapiens] interacts with ribosomal protein L18a [Homo sapiens]	Helper_PPI (good experimental evidence)	hypothetical protein FLJ20425 [Homo sapiens]	Protein	ribosomal protein L18a [Homo sapiens]	Protein
p21-activated kinase 1 [Homo sapiens] interacts with mitogen-activated protein kinase kinase kinase 11 [Homo sapiens]	Helper_PPI (good experimental evidence)	p21-activated kinase 1 [Homo sapiens]	Protein	mitogen-activated protein kinase kinase kinase 11 [Homo sapiens]	Protein
interleukin-1 receptor-associated kinase 1 isoform 2 [Homo sapiens] interacts with v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	interleukin-1 receptor-associated kinase 1 isoform 2 [Homo sapiens]	Protein	v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens]	Protein
mitogen-activated protein kinase 1 [Homo sapiens] interacts with heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase 1 [Homo sapiens]	Protein	heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Protein
caspase 8 isoform A [Homo sapiens] interacts with conserved helix-loop-helix ubiquitous kinase [Homo sapiens]	Helper_PPI (good experimental evidence)	caspase 8 isoform A [Homo sapiens]	Protein	conserved helix-loop-helix ubiquitous kinase [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with nuclear cap binding protein subunit 2, 20kDa [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	nuclear cap binding protein subunit 2, 20kDa [Homo sapiens]	Protein
phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 isoform 2 [Homo sapiens] interacts with 3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 isoform 2 [Homo sapiens]	Protein	3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with integrin beta 1 isoform 1A precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	integrin beta 1 isoform 1A precursor [Homo sapiens]	Protein
heterogeneous nuclear ribonucleoprotein D isoform d [Homo sapiens] interacts with poly(A) binding protein, cytoplasmic 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	heterogeneous nuclear ribonucleoprotein D isoform d [Homo sapiens]	Protein	poly(A) binding protein, cytoplasmic 1 [Homo sapiens]	Protein
paxillin [Homo sapiens] interacts with v-crk sarcoma virus CT10 oncogene homolog (avian)-like [Homo sapiens]	Helper_PPI (good experimental evidence)	paxillin [Homo sapiens]	Protein	v-crk sarcoma virus CT10 oncogene homolog (avian)-like [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with ribosomal protein L27a [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	ribosomal protein L27a [Homo sapiens]	Protein
receptor-interacting serine-threonine kinase 2 [Homo sapiens] interacts with ribosomal protein S14 [Homo sapiens]	Helper_PPI (good experimental evidence)	receptor-interacting serine-threonine kinase 2 [Homo sapiens]	Protein	ribosomal protein S14 [Homo sapiens]	Protein
growth factor receptor-bound protein 2 isoform 1 [Homo sapiens] interacts with ribosomal protein S8 [Homo sapiens]	Helper_PPI (good experimental evidence)	growth factor receptor-bound protein 2 isoform 1 [Homo sapiens]	Protein	ribosomal protein S8 [Homo sapiens]	Protein
hypoxia-inducible factor 1, alpha subunit isoform 1 [Homo sapiens] interacts with heat shock protein 90kDa alpha (cytosolic), class A member 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	hypoxia-inducible factor 1, alpha subunit isoform 1 [Homo sapiens]	Protein	heat shock protein 90kDa alpha (cytosolic), class A member 1 [Homo sapiens]	Protein
tumor necrosis factor receptor 1 precursor [Homo sapiens] interacts with ubiquitin and ribosomal protein S27a precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	tumor necrosis factor receptor 1 precursor [Homo sapiens]	Protein	ubiquitin and ribosomal protein S27a precursor [Homo sapiens]	Protein
